city_name,date,hour,predicted_temp,predicted_humidity,latitude,longitude,weather_season,climate_note
Bayawan,2026-01-24,21,24.75,79.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,0,23.9,91.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,3,24.42,81.8,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,6,23.44,92.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,9,27.2,91.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,12,27.52,92.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,15,28.03,85.7,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,18,25.37,86.5,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-25,21,23.89,88.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,0,24.43,83.4,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,3,23.66,85.4,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,6,22.57,89.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,9,26.68,86.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,12,27.59,82.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,15,27.42,83.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,18,25.88,84.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-26,21,23.95,87.7,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,0,24.09,90.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,3,24.01,90.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,6,23.32,83.2,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,9,26.37,82.5,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,12,27.32,85.2,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,15,27.61,84.7,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,18,25.14,84.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-27,21,24.2,80.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,0,24.8,78.0,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,3,24.33,81.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,6,23.49,83.5,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,9,24.84,92.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,12,27.58,79.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,15,26.84,84.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,18,25.48,91.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-28,21,24.62,89.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,0,25.47,87.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,3,23.3,91.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,6,24.14,81.2,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,9,26.07,83.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,12,27.34,78.0,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,15,27.36,79.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,18,25.13,80.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-29,21,24.13,89.0,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,0,23.28,80.0,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,3,24.13,79.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,6,23.44,91.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,9,25.45,88.4,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,12,28.0,91.0,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,15,26.68,78.5,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,18,26.44,86.4,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-30,21,23.71,77.7,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,0,23.54,88.1,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,3,24.06,86.9,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,6,23.3,77.8,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,9,25.45,84.7,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,12,28.16,84.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,15,27.44,79.3,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,18,25.2,87.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Bayawan,2026-01-31,21,25.47,79.6,9.3636,122.8011,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,0,24.43,81.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,3,23.82,91.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,6,23.87,84.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,9,26.08,86.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,12,27.54,93.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,15,27.64,82.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,18,25.34,82.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-01,21,25.34,85.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,0,23.41,91.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,3,23.62,81.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,6,23.34,90.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,9,25.69,87.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,12,27.55,89.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,15,27.46,91.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,18,25.39,94.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-02,21,24.64,85.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,0,24.35,89.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,3,22.79,93.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,6,23.85,86.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,9,26.03,94.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,12,27.59,80.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,15,27.52,89.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,18,25.81,90.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-03,21,24.7,86.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,0,23.94,91.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,3,23.39,83.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,6,23.44,92.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,9,26.23,84.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,12,28.73,88.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,15,28.07,91.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,18,25.41,86.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-04,21,24.49,89.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,0,23.28,92.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,3,23.13,83.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,6,23.6,83.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,9,25.56,90.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,12,27.02,80.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,15,27.7,80.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,18,24.41,88.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-05,21,25.22,86.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,0,24.51,90.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,3,23.42,81.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,6,23.52,87.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,9,26.23,86.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,12,28.16,83.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,15,27.13,83.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,18,24.42,90.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-06,21,24.45,80.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,0,25.0,85.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,3,23.3,81.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,6,23.62,89.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,9,25.67,88.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,12,28.21,93.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,15,28.04,85.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,18,25.95,93.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-07,21,24.65,89.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,0,23.7,81.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,3,23.46,90.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,6,23.32,85.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,9,26.13,82.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,12,27.28,86.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,15,27.78,86.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,18,25.59,92.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-08,21,24.95,83.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,0,23.14,90.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,3,23.37,91.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,6,23.06,81.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,9,25.62,93.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,12,26.99,92.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,15,26.75,87.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,18,25.52,89.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-09,21,24.85,88.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,0,24.33,83.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,3,23.32,81.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,6,22.83,81.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,9,25.85,87.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,12,28.02,91.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,15,27.6,91.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,18,25.86,87.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-10,21,25.04,94.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,0,24.12,90.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,3,24.32,88.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,6,23.35,94.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,9,25.92,87.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,12,27.51,87.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,15,27.7,87.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,18,25.36,82.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-11,21,24.17,85.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,0,24.44,93.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,3,23.55,80.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,6,22.79,80.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,9,25.92,89.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,12,28.27,83.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,15,27.71,83.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,18,25.04,89.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-12,21,24.05,91.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,0,23.53,84.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,3,23.94,82.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,6,23.46,81.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,9,26.05,85.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,12,27.9,91.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,15,27.87,82.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,18,25.93,81.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-13,21,25.04,89.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,0,25.02,87.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,3,23.91,94.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,6,23.58,87.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,9,25.69,89.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,12,26.83,87.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,15,27.0,86.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,18,25.38,82.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-14,21,24.04,80.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,0,24.24,82.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,3,22.99,90.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,6,23.34,87.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,9,26.74,93.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,12,28.32,83.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,15,28.57,91.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,18,24.98,86.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-15,21,24.31,90.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,0,23.93,83.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,3,23.57,91.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,6,23.55,82.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,9,26.3,84.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,12,27.75,83.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,15,28.09,81.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,18,25.74,92.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-16,21,24.72,86.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,0,23.77,90.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,3,24.12,81.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,6,23.24,90.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,9,26.46,83.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,12,27.88,95.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,15,28.36,82.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,18,25.83,91.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-17,21,24.23,89.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,0,24.78,84.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,3,23.64,85.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,6,23.56,80.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,9,26.15,84.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,12,28.35,86.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,15,27.82,80.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,18,25.53,93.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-18,21,24.57,80.4,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,0,23.72,90.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,3,23.8,82.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,6,22.8,87.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,9,26.39,87.9,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,12,28.11,85.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,15,27.5,81.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,18,24.82,91.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-19,21,24.6,81.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,0,24.56,87.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,3,24.19,92.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,6,23.76,82.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,9,26.24,85.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,12,27.93,82.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,15,27.88,84.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,18,25.36,87.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-20,21,24.49,81.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,0,23.99,87.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,3,24.37,84.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,6,23.17,85.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,9,25.82,85.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,12,28.19,82.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,15,26.98,83.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,18,25.52,80.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-21,21,24.86,83.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,0,23.2,94.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,3,23.17,91.5,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,6,23.06,90.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,9,24.79,88.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,12,27.87,89.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,15,27.2,86.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,18,25.68,82.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-22,21,23.99,92.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,0,23.46,92.8,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,3,23.38,93.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,6,23.98,91.7,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,9,25.12,82.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,12,26.89,84.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,15,27.65,92.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,18,24.79,90.2,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-23,21,23.75,85.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,0,23.78,84.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,3,23.85,88.3,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,6,23.37,95.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,9,26.47,81.1,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,12,27.57,91.0,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,15,27.96,81.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
Baybay,2026-01-24,18,25.51,90.6,13.4083,123.7135,Amihan (Northeast Monsoon),Cool Dry Season
